name,Photo URL,Created At,Updated At,objectid,title,creator,date,date_range,description,condition_notes,language,building,room,wall_row,shelf,notes
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/976ac490-c40d-4e41-a882-d48ef0d48996/842a3c41-0b41-4414-9f11-418a57bcb237/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260624%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260624T172111Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=7c9c1cc2c835a2f5a75ecb3f089f10d5797d593aa35ebccec87740fa1885d6c2b00c09080eb7a80fb6989ee2a89704f50b59f75d14132112fe703dde2113a111fcf98028373b46ab30e42b1785001420fa5e5e4ee63b27246d52bbf5e6a9c1d36179378ed1b400049a3c9f0a567afc2ec325dd31cff2eddc683c7d80fe5967fb876eda18a55550a0838fd8bb3d82ac43ca2610bd68c180bebeae95e97e71d25ac81422fc227871ab6acdb0b61d1bb1087ec06db92b64e693f9d0e761fe8d523306d4a6011bea51a6a0d8496c686cb3f2888351991b1afb1cdf4572c7053918549efce7616a408b791a849ada0e98e25efb4d1360278be6ae27288fbd35c0eacd,2026-06-22 19:33:39,2026-06-22 19:33:39,1377,Johnson Of The Mohawks,Arthur Pound,1930,,Red cover with gold lettering. Volume number 1377. Biography of Sir William Johnson.,,English,TPRC,FF6,1,34,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/976ac490-c40d-4e41-a882-d48ef0d48996/4975f081-32e7-49fc-b1fd-dbb361b14d54/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260624%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260624T172116Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=26fda465205baf33927f9247e8a48e3074826b04605f2dd513e7eb93ef544cc055cda3b2ed3e30d320693f79e0768b03f2cca3d7ae11a08a803e3d6689e16879ba8877dd7a7057f1a847f6876fd5395395c45fa59812aaf641ac76ec0a42e85178a5815f74de32411709c24ee2b29ff26bf0eefe096a1ead334b5f7ea31fc6ead38666dab72ed96e5ec1bf3e857865d418b6bd65849706c33a5119705ecc12168635caefd7b2dc020eeb77ac89f4df9956084abfecce35b169d655eaa6923800ce871247e61e293a968b00c77541a55c642e66e3e69febc7fd259a9d9977169117810abb564cf4a6b74119031bcaf4d446e2c20429006af23141e90a7f5e2da2,2026-06-22 19:33:39,2026-06-22 19:33:40,1378,The Chronicles Of Oklahoma,Oklahoma Historical Society,1944,,"A slim, tan paper volume. Volume number 1378. Summer, 1944, Volume XXII, Number 2.",,English,TPRC,FF6,1,34,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/976ac490-c40d-4e41-a882-d48ef0d48996/8307674e-2866-4fc3-a8ea-27ebd5d0b197/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260624%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260624T172112Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=65ae79205ad73df9ae3e159bc7cab96753f463257a8e0e99363a9a8f79ddb9e7c021f071d4c4bb3f3ed07f57a8e1179aedcf2c9bc376f6c162194cc7e1fb1830990b1a9d5300e4c390670e53b667f435b0af9092385e8d18afbe0ea10cdd35506d66cf72c6aa4bb44335a6e6eceff280ffac561bb1a45de4a4885a587a9ae92e771179af2f7bb01d1e9be4300d22b4619a66cbe65d9824748cb48835c30cffc19baa76536df442b547c0837d97c20137036929bc8efa62fb253666b96ce4d595565e9d64d0c98597f0295127d792e30fb60f2309fd427a3722ac3a11c98d0382a93ed01863e72853d2e0752821f7c00f709acec0f9713f6f9b36aee5e9bf7e08,2026-06-22 19:33:40,2026-06-22 19:33:40,1379,Kosciuszko: Leader And Exile,Miecislaus Haiman,1946,,Dark blue cover with gold lettering. Volume number 1379.,,English,TPRC,FF6,1,34,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/976ac490-c40d-4e41-a882-d48ef0d48996/021e3ca4-d74b-4bfa-a488-bb39fbca5738/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260624%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260624T172113Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=9537e869411d6f01e2a24075091c2d348f1cabde674a2df0a879d1219717410c551034dd12ad0b8ff61e3a18ed3cb2ca70934ef91ef7297f5bf23de9c42909b4c1c7652ff686e524befe20f8281cc669c81b966a80a463a392c846d2dd04fa4236dfb18db54ebd3b9d9619c707dd6e5dbc4a464b4864fc60e22237b189c919602af64998015b1c80abfff1c7c6cae05b0d74bf3e6ef6b3d5702ed5a0b5f2232af0794042336650e01edf96413f45291a958dc5d41e62d40bf7a221c55e7e0ed66ea3053201bce973f220c1413a16270cb9915a3cd3179ea8a7f37610bb934c2ad6a38de2c86676ac32020893d50810512e6248d71d3d1ef5afcabb2622249242,2026-06-22 19:33:40,2026-06-22 19:33:40,1380,"Life And Correspondence Of Henry Knox, Major-General In The American Revolutionary Army",Francis S. Drake,1873,,Brown cover with gold lettering. Volume number 1380.,,English,TPRC,FF6,1,34,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/976ac490-c40d-4e41-a882-d48ef0d48996/9ae9d48e-2e86-45a0-bd73-69ed282bacd7/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260624%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260624T172111Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=1e4fb9760dbffacb9c9aa00991390722d22b1136346a6f1f12a3c43deb87154d810c3cb0be958983aff9353e1d99df2a6deb7adea1ebd5827d520b03db50ca8a1e2ca1e27ab10fa993c8bd1f3b91aae235e8d0a9d6b469e4001c0c749c1ff9a90812663f8677b49cf525499501ce7767ea8af4113b3d06290de04d424dc62c2c41f15c2a24d80054553ad68c45841d87388a4e634892fd9a8274019dad67db73b870880d45a755ce770d03f5f0d35c11fc76717295d674ac419cd024bf2c2884dbb4daa10d0d4a91dba4351aa1d8961f31b0c7892711d10583113a515976f035b26e68a8ac254f7d94cc506f859c827407f2c4370ee60187db3f0fc5927c0c3b,2026-06-22 19:33:40,2026-06-22 19:34:23,1381,"Henry Knox, A Soldier Of The Revolution",,1900,,Dark brown cover with gold lettering. Volume number 1381.,,English,TPRC,FF6,1,34,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/976ac490-c40d-4e41-a882-d48ef0d48996/2721b594-7792-4359-953d-0eeb5cf7b767/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260624%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260624T172111Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=b6ef3d0a4ebc5e30ced0a3d769bc94e3cdb2dfc9808d3dbc75aa7d1bf0f06c9efe443686b81fa49629bacfe85427055816ba5cb5abed0085ddf2eb92912c4ec08991a5606b249ac2486e3e2e828afe91ae9d63fcc275b3ac6fb88689e810a98f617eb191dfff8d45a611324c6b87ac5916cad2e9c935e7b7e988d303ff20dd1d799c91ee94a1e928a9c8c49c66cbe0cf029af9fadb036ff3ac3b408f0341d77b86bdc84bf8833bacd50d864da466e13dc64007ac63fd4222a81e837c30d73f1eb14b106099e79a5900c6cff70102c276115c9bf63d98469e36eda9ce8d5e08a7e1712bb8e70ba864104ec2a1d3a1ae1842cc88e064af2a22696be85920aab66a,2026-06-22 19:46:22,2026-06-22 19:46:22,1381.5,Henry Knox: General Washington'S General,North Callahan,1958,,"It has a yellow dust cover with black, blue, and white lettering.",,English,TPRC,FF6,1,34,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/976ac490-c40d-4e41-a882-d48ef0d48996/baefe540-f4d7-407d-9c77-d5650b78acf3/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260624%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260624T172112Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=74113e6ddaff894a84929d8d44df2e5455bb2f0ad543151205914692ef7061bfe60ab0e4ec732d3c7016890a5d961e4cdb2a19e17a46e428df5adb8693918de925ea5c372c4d4f27d14648cb16b401a7527fbfad2ec39317e432359caa1c821fc3784234f9a463014523e6d21a5f956bacd548546f00aeef7f2eb4162d5f1284fa884f0e4992d9abbfebba13812d45720a59843b3e6a7e781a84c0bdc56cad6d3582fb107a000e76d9a8fc7426bec6cab9d6514cc47bcc3623c0b461d89b27d66654ca77f5c9cc21208e2927f737bc7c758adc56754eb4dee7f86288e2f76a59268e8b52ce70286ca31a83a5ae0e28d05320879981c9ea96db2626c87c36aa3b,2026-06-22 19:46:22,2026-06-22 19:46:22,1382,Lafayette Comes To America,Louis Gottschalk,1935,,It has a white dust cover with Maroon lettering.,,English,TPRC,FF6,1,34,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/976ac490-c40d-4e41-a882-d48ef0d48996/878581cb-c6d9-43e3-b766-620c37db117b/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260624%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260624T172112Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=6c75f9973d89ad0495dbad89995ff0d6581045d17abb9d9d58600155291da04c3b6e899baf44dde873eaa4b401e10937fb681df00929539b8c4fa9735c8dd2625e73812d952bfdc7cb5b4d87fcdebb332379dd47aa068fbb1b4994b8843dd2ff0e33de0c5ea6612df387542c4cdb3529e2307f8d2abac2214d3e3a5b5543ec1ccc314772855221689a0a8eed862f7030de070ecc46ed2e907d0ca5a01241c0531a201187bd3597ec151f9920cd5b46066fa66ee2d76f975df35f69c3c73bfddb0e546318016c18536731b59de5d4f46eb02689e608881c49a1df4f0f5d180449dd772aa881abf64b6ac9e9c508af03c004824d52bef2712c923322229fef02b1,2026-06-22 19:46:22,2026-06-22 19:46:22,1382.5,"Lafayette, The Guest Of The Nation",Jane Bacon Macintire,1967,,It has a light blue paper cover with black lettering.,,English,TPRC,FF6,1,34,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/976ac490-c40d-4e41-a882-d48ef0d48996/c18fc023-6f2a-4fd7-b3ec-3171c8000b08/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260624%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260624T172114Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=8df15c66821e0149559ead58719a8acad6881d4115411a734191d46f7751167ae569e07bf2ab96cb1ae41540a6ed4815f3b2cd2779773a71f70cc5310f5c4a0a8afe0a113c4214b00ef7d082f2149105e9b84ca88c492ab91ee4254e0e09dd811eaafae0c7201e43358c99f189c08e9ddf1f10d049016d85312ee50b2e59445f33fd58f6f5afb1bdd970fa23f320d9acc0a3c276f5d6872d40483b236cdef39e73be6487675891ffbde45a61e0c80bd6a88c7b51b82f6d4d97fd14e5aae6028ec52d3014d553411ce177911e6bce317f2583478242cafe2957b50114a578317c7ab4d13797683a1dfc0145eca5f84592c3f4969306a3c1cbcb2912075fdd5e54,2026-06-22 19:46:22,2026-06-22 19:46:22,1383,Memoir Of His Own Life,R. Lamb,1811,,It has a blackish blue spine with gold lettering.,,English,TPRC,FF6,1,34,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/976ac490-c40d-4e41-a882-d48ef0d48996/a720c620-e661-41ff-b015-5caadc23f355/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260624%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260624T172114Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=96dc8121692b2737fcbd52e337ead5efd9d48f6722653e53a41c5d88bd62e684ad52befe7541742bb7af65fac1f2ff5715e5419d1ffc2e0bcb5bc98b3a0b7a6e754c481907ce18925b772da6112b2a77a4c549736047852502722e6b75ef67f6db6bae91c42029b84bb24362d4b0f716bf07c3c06edcf755e8135731c74fd96a0b606cfd7ff87bee8f8154adb33fc6fef146dc1c3a07cfe9f833458f7b90affeab4a36a0a7c6f8bfbf33005d7358dde17d154172b7db1a671eea155c925f1c464ced35da7bb600eac165687500199f04dedaadf9fa49d1164decd56070b18f14a5a7a7dc6d6e411d8cd4295bd7d84d34f66ce8081726a2e94fb899d38c69e476,2026-06-22 19:46:22,2026-06-22 19:46:22,1384,Memoir Of The Life And Times Of General John Lamb,Isaac Q. Leake,1850,,It is written in English. It was published in 1850.,,English,TPRC,FF6,1,34,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/976ac490-c40d-4e41-a882-d48ef0d48996/aec016f5-18ed-4f47-b34c-494a8c8d7738/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260624%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260624T172115Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=5444e690c8ddf89e7bc18c7ddc8ce4cfcb7507c557185630ec99bf4d32f8a7a654f1f6c205730d9d58d6a870313c3579311e63d1145a5a0d68172e56e022707673b37f364cb3ac7dbe6c3985979888690a48813e01d1f4d0c33a6c6a2ee90f2be709ea81f061ee931e3daac123b6b3f72f2cb1614e912f24c1b00521eb8fcdcc5791a3a54a201d0ef6a3c4f9d3293346be3226cbe95186458f7b51363cfa022c2fa3caa49683d501d438a3b01a6bb0f3fd303ab8ae3bb45025b205f96b6787db0be6e031be8f113a376ce93183a45b79631c0af9778a046741a3bf7d05826e6f009644f251762f1f4c6578806658401f476f66dd5f34a24b6c29bf5726899f71,2026-06-22 19:46:22,2026-06-22 19:46:22,1385,"Memoirs Of The Life Of The Late Charles Lee, Esq.",,1792,,It has a brown cover with gold lettering and detailing on the spine inside of a crimson box.,,English,TPRC,FF6,1,34,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/976ac490-c40d-4e41-a882-d48ef0d48996/5bfb93a8-c039-45e6-a3c8-71aa106d5bbc/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260624%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260624T172115Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=223d1294fae6e431a760f7590103e1df50225145ab38cadae325024bb3dd9b96df8454a69857f41bcd81fe4fb38e37ab247ef5d2082b4320b53fa7d92c96fd8a7830ecd7a02e4509fa4e41afb0f88a79d5b72b6850221fe7ca3ef1fad8ebde5a7c52ff7707403cca41a918f407bc8a9b3f7026f73faa1972deba8ee00caba930099065c24b01bbe079b93b7faf9742d4f7aadd4dc48f0d0b92e3f7de8b2f7f4afda16b02c1cb13822550f9fbc38d020aa1dfeedad00f0a071780e5c8a6022ceeb5b6177170d6c26d796c2f1b26075e67bb17126e1cf10a51e45e2654da4d90496c8859b3c815f83e3a4b79cffa82d05f683d67c232be8da980987a3aa7c48b30,2026-06-22 19:46:22,2026-06-22 19:46:22,1386,Prince Or Creole: The Mystery Of Louis Xvii,Publius V. Lawson,1905,,It has a red cover with gold lettering.,,English,TPRC,FF6,1,34,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/976ac490-c40d-4e41-a882-d48ef0d48996/4710a374-98e8-496b-9791-1ce8d3f6d14a/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260624%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260624T172117Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=a60972fb82cfb94f424b61ff4f6368c446b283b53dac893e9d714315007d0605a203421863a8c2f04fb5ba315cfdaab73701b77ae748b3f6670f031da56b4489b63a8ed4d4ac7bea7b068a9dbd1ed0fd68a41a9462c6244370e68e0f8fda2175f27a545acabb3f66f653ff13e424f0dfff37a629d996d8de3051f6698b066ac8d21273280683682767cade7c4ee0b2a61a729ffefb6b69af5dc7226433e5db3295f8bfde752d5bec0fcfa3abb578a9e30bd692c46b89e3e31ffb57f4f2ef474d71d4d0b64841c051aa56f32e7e1454d4f493d755785c7914a2ca345ff507278519611693390fe324d035f11b878eca42c0719fe33ce1dd9528f67db834abe3f7,2026-06-22 19:46:22,2026-06-22 19:46:22,1387,The Life Of Jane Mccrea,D. Wilson,1853,,It has a black cover with gold lettering.,,English,TPRC,FF6,1,34,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/976ac490-c40d-4e41-a882-d48ef0d48996/d468d854-1f27-43ae-aea6-7651831ec6c2/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260624%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260624T172117Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=796e64e3cf9b4b3b0cd52e4905a5726aec97cafab921386a6ae4df4131070c3de2fd8def01893a4f14d3945d3680c4f6100fc0f8cea10b1209083f1870176dae0c76eb054f7320d1b975e6550831dfb4494c5926bd25bc68a65f26568db13bd49a28ef178dcecca43d4d9d2d3169baf4fee5dcda0088bc442384b48f883506de505f617527daf2aa280ed753763b165e08740a3313a04578c0906066e0c5aa1a3a27492418674997f9ae125a7087f119ad6fdaed82b67c2dad54d5633401018865eee1661d377fa715e3dc7a9a01b7bbbd1447abeb89f1d0a767ef57eb8b6904b896d86bbd4ec0841a28cc2a558cd90a544249e38be601a2e4a9f75acf53922c,2026-06-22 19:46:22,2026-06-22 19:46:22,1388,The Life Of Jane Mccrea,D. Wilson,1853,,It is stored in a tan archival hard case. It has a brown cover.,,English,TPRC,FF6,1,34,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/976ac490-c40d-4e41-a882-d48ef0d48996/35dff222-69af-4373-b0ee-d140e9a9ad99/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260624%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260624T172115Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=6e9a7597cb2ae6073194e609290567267951ec957cb34628463e3d2dd4a83a1a89b6e1eac26c7ee4f785d2afb142865371d31ed677922368b2a9f5ff00cfe19d9fc3ea97492146dc978edb628468d5bd9d3ef3fddf275ffa5361655a4497e8f19ac0cb21874f1bf16b435d080f873ee83bba7b9cf1583537493bb54e185e6b275b3e1bbddc2c8279321b558d9d7321fdcda12ec45d141a82c698dc4fe4d8680b9272cec3154c098e58801cc9fc30cc72b2fbf0bc3b9d68b902e3c6440886b8bfc3f2cb0634603116f97f205571472523d6e4f38d395e394bea543ce9a46bbb4e9a5f144f3d03f173d47d07b68e6e403ac431e7cacaf549e1cdde4fbc68f9fa66,2026-06-22 19:46:22,2026-06-22 19:46:22,1389,Montcalm Et Le Canada Français,Charles De Bonnechose,1877,,It has a dark brown spine with gold lettering. And marbled covers.,,French,TPRC,FF6,1,34,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/976ac490-c40d-4e41-a882-d48ef0d48996/a45c92da-8941-4634-aea6-8cd436142a7f/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260624%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260624T172112Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=772e9da160a31d88863f24e51118d287b2c53f57397c69c59450c3bd25a09d4c1c463d1820194bc053873f1245bd070dce0577b745e457b3cca727172b1e627d31c54e925012aeb135c76af89fc1f425151185ac006636f6641d6110751bf13843b58be5fbc11eb723d6fc47bfd2ea81e687f88929fca0d0850bb0e9e16fc705a75d02b7b4ede1dc83bc636b568578a9ec6b3cbe8e8165b4cbddbee81d355d8f62511d7d89650b0f7f6f7e6d0c5aeda0581286026b21f155534b58933ef6bfb9b8369bf108d6668fd928e70a4a2577da1f4945602210f7fa25136794d5eb116e4d999501a7a3155422295305fa6e3dd0e48eafd2d7493270b0ea8fbbca666777,2026-06-22 19:46:23,2026-06-22 19:46:23,1390,Le Marquis De Montcalm,Thomas Chapais,1911,,It has a black and brown spine with gold lettering and marbled covers.,,French,TPRC,FF6,1,34,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/976ac490-c40d-4e41-a882-d48ef0d48996/2e4f4d3a-41db-4f91-94d1-b5c2eadbfb11/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260624%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260624T172115Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=e05f6818e9ace32995d0ac6838276cf715016e22a8bc03106365fdf84640c975433dbd5b57cb9bd245e5c1a13793341a0a69de0de309bfa8210e37743a7863587c009b156980ff324c3eb01a1daced1c02cddb75c20cba86c40b71dd9443df83f9ca826287ece9aa5694087d7cc60f914d50a79060d44e37c0cada08d5b47e9e121541b83004fbd0c0c42c564ab5358545c0bf7daf5c3aa5f4c384a35ed9dd93ffbddcd3cdc251b4aaaac162a8de3c9efb89e12638c9a67a33699a573244a8cac3c7a0296bcad5c4ff5efd5d0019a5ae71c3a6fc8becf8c7f4359f1acfb0c29f142a080fd57f402cb462c69ddaaeaf013cde66a912c7bef350cd0e0e7446768a,2026-06-22 19:33:39,2026-06-22 19:33:39,1971,Memoirs Of Major-General Heath,William Heath,1798-08,,Black spine and cover with gold lettering. Volume number 1971.,,English,TPRC,FF6,1,34,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/976ac490-c40d-4e41-a882-d48ef0d48996/d0931047-942b-4c90-9733-8b0e0edc466f/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260624%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260624T172115Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=157f68b00185bd18ef5e966ddd706e111c9027312f8750feb7a06669c430073061315c12b703215b152d1c8b944ee1da1f215c6dc524f0b5d541fa9990420f4e5d55ea84985cd26637b98a016afc3ca83b6e6699a30fe697f697ca50b08e7ac020cf547a606170f6d21b423aaf78adcedfebc6f4a9f57a6271f30d0279f9f5ff4db26d898ac2729e65033e2e537f066bf37d5d57d33afe731af345d86cbe12135d9926b3d7efb2b14c105579b866054736716378182cdede70920312cf0ae8103ccb8f4eb4b3c32e25e36c8c8d84eec9c65f19eacc0e6fd749e3fb72a35bd3f75168a8584a1198262e37ffe7bb826bd7c6dfb70e9e08a2c90af6fa2fdce959d4,2026-06-22 20:32:53,2026-06-22 20:32:53,1391,Montcalm Devant La Postérité. Étude Historique,Edmond Falgairolle,1886,,Reddish-brown spine with gold lettering and marbled covers.,,French,TPRC,FF6,1,35,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/976ac490-c40d-4e41-a882-d48ef0d48996/cbb1c8ae-606c-4ebb-9114-b12f9fdd875a/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260624%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260624T172112Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=40cb595f8f4c8f1ef39583138769fbfa39c8d62fb1479afcaca20e37991ce3b14819b261b0c382e1d2e5bd857339b0570f01776908b6ca05afa9eee52a392652fe0456146525c16df3382a28df3a4db93f8f79374b1d753fa5e0e86519d895384e4f6aaa32822f99836c68a3726bb96c607875a5f7ddb00a4703047cea6f66ccba328d077690dd3abf044f9f327efab06e2fa9464c6a4267f868d824ba74855fc76951c92744b2bb15ace32c267e519ff5e7fbf666f2862cff8bf35b3c1a39403af9c695df801eaa24e4ef7dbd60447c4f4027318f7ab18c765c6c47ae5a30e777fad3b3aaf588e717434ea7bf18b97e26269f1b86cff8d0af9d214441f22aef,2026-06-22 20:32:53,2026-06-22 20:32:53,1392,Les Grands Hommes De La France Hommes De Guerre (Cinquième Série) Montcalm,Ed. Gepp,1888,,Red cover with gold lettering on the spine.,damage between the connection of the leather spine cover and the binding.,French,TPRC,FF6,1,35,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/976ac490-c40d-4e41-a882-d48ef0d48996/625df8d4-797a-4566-a135-a6511f7ef9d5/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260624%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260624T172112Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=6ea0327ab9d73e516189e7363cf5fd40ed6f9f352bcc4f31f2aaa5740bd010272470745e5be310ea1f66eefb341fefac956d1b2ddd5f7d859a0b356ffbf6d30a471848d82e5a9901b0e7d7b348ad83736870408d23784e6797ff5b1b17434a0770287fad46bcdee90707639f8060b4ebfae43fa98ec0380323ba32b5ea0f009de35e09ec57fd4b51a31b9e5db2af8521d20941dfb1535ae95d6a583a92dbcbe14c58f0766a3e5a984178b43c82c1fe067523e73ee342016351b43f06a372535daf584ebd94eee9590859fdc663595fd67acc5aa6201e65b03ea28f8bb01736191f256a56235e66dfe38b315312e35409193fc70531779cb4a848f059e39c6ff9,2026-06-22 20:32:53,2026-06-22 20:32:53,1393,Le Marquis De Montcalm Et Les Dernières Années De La Colonie Française Au Canada (1756-1760),Le R. P. F. Martin,1879,,Brown cover with gold lettering and marbled covers.,,French,TPRC,FF6,1,35,
